candidate_id,series,x,y,x_uncertainty,y_uncertainty,pixel_x,pixel_y,pixel_half_height,segment_break,status,provenance,evidence_note
line-simulation_a11-0001,simulation_a11,0.03085146053449378,0.7506640054882598,0.01436484989326342,0.004753801763507148,135.5,122.375,2.0,True,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0002,simulation_a11,0.0552717053530416,0.7515553433189174,0.01436484989326342,0.004753801763507148,144.0,122.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0003,simulation_a11,0.07681898019293676,0.7848319556634671,0.01436484989326342,0.004753801763507148,151.5,108.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0004,simulation_a11,0.11416758991542164,0.7751757958313433,0.014364849893263476,0.004753801763507148,164.5,112.0625,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0005,simulation_a11,0.14146080471262218,0.7931511087496046,0.014364849893263476,0.004753801763507148,174.0,104.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0006,simulation_a11,0.17019050449914902,0.8204854688897705,0.014364849893263476,0.004753801763507148,184.0,93.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0007,simulation_a11,0.19892020428567586,0.8418775768255524,0.014364849893263476,0.004753801763507148,194.0,84.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0008,simulation_a11,0.2276499040722028,0.8561389821160736,0.014364849893263476,0.004753801763507148,204.0,78.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0009,simulation_a11,0.25637960385872965,0.8620812343204576,0.014364849893263476,0.004753801763507148,214.0,75.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0010,simulation_a11,0.2851093036452565,0.8585158829978272,0.014364849893263476,0.004753801763507148,224.0,77.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0011,simulation_a11,0.31383900343178334,0.8680234865248415,0.014364849893263476,0.004753801763507148,234.0,73.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0012,simulation_a11,0.3425687032183102,0.8704003874065951,0.014364849893263476,0.004753801763507148,244.0,72.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0013,simulation_a11,0.37129840300483713,0.8656465856430879,0.014364849893263476,0.004753801763507148,254.0,74.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0014,simulation_a11,0.40002810279136397,0.8692119369657183,0.014364849893263476,0.004753801763507148,264.0,72.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0015,simulation_a11,0.4287578025778908,0.8668350360839647,0.014364849893263476,0.004753801763507148,274.0,73.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0016,simulation_a11,0.45748750236441765,0.8561389821160736,0.014364849893263476,0.004753801763507148,284.0,78.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0017,simulation_a11,0.4862172021509445,0.8418775768255524,0.01436484989326342,0.004753801763507148,294.0,84.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0018,simulation_a11,0.5149469019374713,0.8228623697715239,0.014364849893263587,0.004753801763507148,304.0,92.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0019,simulation_a11,0.5436766017239982,0.812166315803633,0.014364849893263365,0.004753801763507148,314.0,96.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0020,simulation_a11,0.5666603615532197,0.8074125140401258,0.014364849893263365,0.004753801763507148,322.0,98.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0021,simulation_a11,0.6011360012970519,0.7990933609539884,0.014364849893263587,0.004753801763507148,334.0,102.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0022,simulation_a11,0.6298657010835789,0.7860204061043439,0.014364849893263365,0.004753801763507148,344.0,107.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0023,simulation_a11,0.6585954008701056,0.7313516858240121,0.014364849893263587,0.004753801763507148,354.0,130.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0024,simulation_a11,0.6873251006566325,0.6873790195115714,0.014364849893263365,0.004753801763507148,364.0,149.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0025,simulation_a11,0.7103088604858541,0.6683638124575431,0.014364849893263587,0.004753801763507148,372.0,157.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0026,simulation_a11,0.7447845002296862,0.644000578419569,0.014364849893263365,0.004753801763507148,384.0,167.25,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0027,simulation_a11,0.7735142000162132,0.63627565055387,0.014364849893263587,0.004753801763507148,394.0,170.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0028,simulation_a11,0.8022438998027399,0.6659869115757895,0.014364849893263365,0.004753801763507148,404.0,158.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0029,simulation_a11,0.8309735995892669,0.6303333983494861,0.014364849893263587,0.004753801763507148,414.0,173.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0030,simulation_a11,0.8597032993757936,0.646971704521761,0.014364849893263587,0.004753801763507148,424.0,166.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0031,simulation_a11,0.8884329991623205,0.6445948036400075,0.014364849893263365,0.004753801763507148,434.0,167.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0032,simulation_a11,0.9142897289701948,0.6517255062852682,0.014364849893263587,0.004753801763507148,443.0,164.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0033,simulation_a11,0.9502018537033532,0.6691065939830909,0.014364849893263587,0.004753801763507148,455.5,156.6875,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0034,simulation_a11,0.9746220985219012,0.711148028329107,0.014364849893263587,0.004753801763507148,464.0,139.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0035,simulation_a11,1.0019153133191017,0.7459102037247527,0.014364849893263365,0.004753801763507148,473.5,124.375,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0036,simulation_a11,1.0320814980949549,0.7937453339700429,0.014364849893263365,0.004753801763507148,484.0,104.25,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0037,simulation_a11,1.0608111978814818,0.8050356131583724,0.014364849893263587,0.004753801763507148,494.0,99.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0038,simulation_a11,1.0895408976680085,0.8097894149218794,0.014364849893263365,0.004753801763507148,504.0,97.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0039,simulation_a11,1.1182705974545355,0.8192970184488937,0.014364849893263587,0.004753801763507148,514.0,93.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0040,simulation_a11,1.1470002972410622,0.8347468741802917,0.014364849893263587,0.004753801763507148,524.0,87.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0041,simulation_a11,1.1757299970275892,0.8537620812343202,0.014364849893263365,0.004753801763507148,534.0,79.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0042,simulation_a11,1.2044596968141161,0.8585158829978272,0.014364849893263587,0.004753801763507148,544.0,77.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0043,simulation_a11,1.2331893966006429,0.8704003874065951,0.014364849893263365,0.004753801763507148,554.0,72.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0044,simulation_a11,1.2619190963871698,0.8715888378474719,0.014364849893263587,0.004753801763507148,564.0,71.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0045,simulation_a11,1.2906487961736965,0.8668350360839647,0.014364849893263587,0.004753801763507148,574.0,73.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0046,simulation_a11,1.3193784959602235,0.8704003874065951,0.014364849893263365,0.004753801763507148,584.0,72.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0047,simulation_a11,1.3481081957467502,0.8644581352022112,0.014364849893263587,0.004753801763507148,594.0,74.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0048,simulation_a11,1.3768378955332772,0.8656465856430879,0.014364849893263365,0.004753801763507148,604.0,74.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0049,simulation_a11,1.4055675953198041,0.8632696847613344,0.014364849893263587,0.004753801763507148,614.0,75.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0050,simulation_a11,1.4342972951063309,0.8501967299116898,0.014364849893263587,0.004753801763507148,624.0,80.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0051,simulation_a11,1.4630269948928578,0.8383122255029221,0.014364849893263365,0.004753801763507148,634.0,85.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0052,simulation_a11,1.4917566946793845,0.8133547662445098,0.014364849893263587,0.004753801763507148,644.0,96.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0053,simulation_a11,1.5204863944659115,0.7824550547817135,0.014364849893263365,0.004753801763507148,654.0,109.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0054,simulation_a11,1.5492160942524384,0.7753243521364529,0.014364849893263587,0.004753801763507037,664.0,112.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0055,simulation_a11,1.5779457940389652,0.7687878747116306,0.014364849893263587,0.004753801763507148,674.0,114.75,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a11-0056,simulation_a11,1.6066754938254921,0.7634398477276851,0.014364849893263365,0.004753801763507148,684.0,117.0,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a22-0001,simulation_a22,0.03085146053449378,0.21081039271998403,0.01436484989326342,0.004753801763507148,135.5,349.5,2.0,True,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a22-0002,simulation_a22,0.0552717053530416,0.21081039271998403,0.01436484989326342,0.004753801763507148,144.0,349.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
line-simulation_a22-0003,simulation_a22,0.08400140513956844,0.20605659095647688,0.014364849893263476,0.004753801763507148,154.0,351.5,2.0,False,visible_candidate,image_candidate,按原始 JPEG 描边目标颜色、坐标范围与局部连续性提取；图例区域已排除。
