group_id,candidate_id,series,x,y,normalized_uncertainty,threshold,review_role
simulation-a11-uncertainty-001,line-simulation-a11-000001,simulation-a11,0.0405664244128387,0.7515242676276122,0.04807692,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000002,simulation-a11,0.04343468622326374,0.7515242676276122,0.04807692,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000003,simulation-a11,0.04630294803368873,0.7538971380769293,0.04326923,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000004,simulation-a11,0.04917120984411372,0.7538971380769293,0.03846154,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000005,simulation-a11,0.052039471654538705,0.7538971380769293,0.03365385,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000006,simulation-a11,0.05490773346496369,0.7538971380769293,0.03365385,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000007,simulation-a11,0.05777599527538868,0.7586428789755635,0.03846154,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000008,simulation-a11,0.06064425708581367,0.7586428789755635,0.03846154,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000014,simulation-a11,0.1180094932943136,0.7681343607728319,0.02884615,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000015,simulation-a11,0.12087775510473858,0.7681343607728319,0.03846154,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000016,simulation-a11,0.12374601691516357,0.7681343607728319,0.03846154,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000017,simulation-a11,0.1266142787255886,0.7681343607728319,0.03846154,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000018,simulation-a11,0.1294825405360136,0.7705072312221489,0.04326923,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000019,simulation-a11,0.1323508023464386,0.7705072312221489,0.04326923,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000020,simulation-a11,0.13521906415686358,0.7705072312221489,0.04807692,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-001,line-simulation-a11-000021,simulation-a11,0.13808732596728857,0.7681343607728319,0.04807692,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-002,line-simulation-a11-000042,simulation-a11,0.2040573476070635,0.8345747333537106,0.02403846,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-002,line-simulation-a11-000043,simulation-a11,0.2069256094174885,0.8345747333537106,0.02884615,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-002,line-simulation-a11-000044,simulation-a11,0.2097938712279135,0.8345747333537106,0.03365385,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-002,line-simulation-a11-000045,simulation-a11,0.21266213303833847,0.8345747333537106,0.03846154,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-002,line-simulation-a11-000046,simulation-a11,0.21553039484876346,0.8345747333537106,0.03846154,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-002,line-simulation-a11-000047,simulation-a11,0.21839865665918845,0.8369476038030277,0.04326923,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-002,line-simulation-a11-000048,simulation-a11,0.22126691846961344,0.8345747333537106,0.04807692,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-002,line-simulation-a11-000049,simulation-a11,0.22413518028003843,0.8345747333537106,0.04326923,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-003,line-simulation-a11-000067,simulation-a11,0.2757638928676883,0.8630491787455157,0.03365385,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-003,line-simulation-a11-000068,simulation-a11,0.2786321546781134,0.8606763082961986,0.03365385,0.02,agent_first_user_only_if_unresolved
simulation-a11-uncertainty-003,line-simulation-a11-000069,simulation-a11,0.2815004164885384,0.8606763082961986,0.03365385,0.02,agent_first_user_only_if_unresolved
